"Year","Country","Region","Location Name","Latitude","Longitude","Focal Depth (km)","Mag","Ms","MMI Int","Deaths","Death Description","Damage Description","Houses Destroyed Description"
"1581","PERU","160","PERU:  YANAOCA","-14.1","-71.5","15","6.4","","10","","3","1",""
"1582","PERU","160","PERU:  SOCABAYA,AREQUIPA","-16.6","-71.6","30","8.2","8.2","10","","3","3","4"
"1584","SWITZERLAND","120","SWITZERLAND:  GENEVA-YVOIRE","46.33","6.97","","5.9","","7","100","2","3","2"
"1584","SWITZERLAND","120","SWITZERLAND","46.2","7","","","","5","","3","3",""
"1584","SWITZERLAND","120","SWITZERLAND","46.3","7","","5.4","","5","","3","3",""
"1585","GREECE","130","GREECE:  MOUNT ATHOS","40.2","24.5","","7","","","","1","1",""
"1586","JAPAN","30","JAPAN:  ISE BAY","35","136.8","","8.2","8.2","","8000","4","3","4"
"1586","CHINA","30","CHINA:  YUNNAN PROVINCE:  WEISHAN","25.3","100.3","","5.5","5.5","7","20","1","1","1"
"1586","PERU","160","PERU:  LIMA","-12.3","-77.7","60","8.5","","10","22","1","3","3"
"1587","PORTUGAL","130","PORTUGAL:  LOULE","37.1","-8","","","","10","170","3","1","1"
"1590","CHINA","30","CHINA:  GANSU PROVINCE","35.4","103.9","","5.5","5.5","7","","3","3",""
"1590","CROATIA","130","BALKANS NW:  CROATIA:  ZAGREB; HUNGARY: NAGYKANIZSA","45.9","16.3","","","","10","","3","3",""
"1590","AUSTRIA","120","AUSTRIA:  KAMP RIVER","48.3","15.5","","6.6","","10","","3","3",""
"1590","PERU","160","PERU:  CUSCO, CAMANA","-17.2","-72.9","40","7.7","7.7","7","","1","1","1"
"1594","PERU","160","PERU:  ICA","-14","-76","","","","9","40","1","2",""
"1600","CHINA","30","CHINA:  GUANGDONG PROVINCE","23.5","117.2","","7","7","9","","3","3","3"
"1601","PHILIPPINES","170","PHILIPPINES:  MANILA","14.6","121","","","","8","","1","2",""
"1601","SWITZERLAND","120","SWITZERLAND","46.8","8.5","","6.2","","8","9","1","2","2"
"1604","PERU","160","PERU:  AREQUIPA; CHILE: ARICA","-17.88","-70.94","30","8.5","8.5","11","100","2","3","3"
"1605","CHINA","30","CHINA:  GUANGDONG PROVINCE","19.9","110.5","","7.5","7.5","10","2000","4","4","4"
"1606","CHINA","30","CHINA:  YUNNAN PROVINCE:  JIANSHUI","23.6","102.8","","6.5","6.5","9","2000","4","4","4"
"1609","CHINA","30","CHINA:  GANSU:  JIUQUAN","39.2","99","","7.3","7.3","10","840","3","3","3"
"1610","VENEZUELA","160","VENEZUELA:  LA GRITA,BAILADORES,MERIDA","8.3","-71.8","","7.9","","10","60","2","3",""
"1611","CHINA","30","CHINA:  GUANGDONG PROVINCE","21.5","111.3","","5.5","5.5","7","2","1","1","2"
"1613","ITALY","130","ITALY:  NASO","38.117","14.783","","5.6","5.6","10","103","3","2","3"
"1614","AZORES (PORTUGAL)","130","AZORES:  TERCEIRA","38.4","-24.1","","","","10","","3","3","3"
"1614","CHINA","30","CHINA:  SHAANXI PROVINCE","37.2","112.5","","6.5","6.5","8","","1","3","3"
"1614","JAPAN","30","JAPAN:  NIIGATA PREFECTURE","37.5","138","","7.7","7.7","","","3","2",""
"1615","JAPAN","30","JAPAN","35.7","139.7","","6.4","","","","3","2",""
"1618","CHINA","30","CHINA:  SHANXI PROVINCE","37","111.9","","6.5","6.5","8","","3","3","3"
"1618","INDIA","60","INDIA:  BOMBAY","18.9","72.9","","","","9","2000","4","3",""
"1618","SWITZERLAND","120","SWITZERLAND","46.3","9.5","","","","7","","3","3",""
"1618","IRAN","140","IRAN:  DUGHABAD,KHORASAN","35","58","","","","","800","3","3",""
"1619","PERU","160","PERU:  TRUJILLO, PIURA, SANTA","-7.941","-79.038","40","8.6","8.6","9","350","3","3",""
"1619","PHILIPPINES","170","PHILIPPINES:  N LUZON:  ILOCOS PROV,ZAGAIAN PROV","18.2","121.6","","","","10","","3","3",""
"1619","GERMANY","120","GERMANY:  FRANKFURT","52.3","14.6","","","","","","3","3",""
"1620","UZBEKISTAN","40","UZBEKISTAN:  AKHSY","40.9","71.4","6","5.8","","9","","3","3",""
"1621","CHINA","30","CHINA:  HEBEI PROVINCE","39.5","116.7","","5.5","5.5","7","","1","1","1"
"1622","SWITZERLAND","120","SWITZERLAND","46.8","10.3","","","","6","","2","1",""
"1622","CHINA","30","CHINA:  NINGXIA:  PINGLIANG, LONGDE","36.5","106.3","","7","7","10","12000","4","4","4"
"1626","CHINA","30","CHINA:  SHANXI PROVINCE","39.4","114.2","","7","7","9","5200","4","4","4"
"1627","CHINA","30","CHINA:  NINGXIA","37.5","105.5","","6","6","8","","2","1","1"
"1628","CHINA","30","CHINA:  HEBEI PROVINCE","40.6","114.2","","6.3","6.3","8","63","2","3","3"
"1629","GREECE","130","GREECE:  ISLANDS OF CYTHERA AND CRETE","36","25","70","7","7","8","","3","3","3"
"1630","CHINA","30","CHINA:  SICHUAN PROVINCE","32.6","104.1","","6.3","6.3","8","","2","1",""
"1630","GREECE","130","GREECE:  LEVKAS, CEPHALONIA, ITHAKI","38.7","20.6","","","","10","","3","3","3"
"1630","PERU","160","PERU:  LIMA","-12.2","-77.5","30","8.1","","7","","1","1",""
"1631","CHINA","30","CHINA:  GANSU PROVINCE:  LINTAO","35.3","104.3","","6","6","5","","1","1",""
"1631","CHINA","30","CHINA:  HUNAN PROVINCE","29.3","111.7","","6.5","6.5","8","","4","4","4"
"1633","JAPAN","30","JAPAN:  ODAWARA","35.2","139.2","","7.1","7.1","","150","3","2",""
"1633","GREECE","130","GREECE:  ZAKINTHOS (ZANTE)","37.5","21","","6.9","6.9","10","","3","3","3"
"1634","CHINA","30","CHINA:  GANSU PROVINCE:  XIHE","34.1","105.3","","6","6","8","30","1","3","3"
"1636","GREECE","130","GREECE:  CEPHALONIA","38.1","20.3","","7.2","7.2","10","520","3","3","3"
"1636","GREECE","130","GREECE:  ZAKINTHOS (ZANTE)","38.1","20.3","","","","","","3","3","3"
"1636","GHANA","10","GHANA:  FORT DUMA, AWOIN","5.1","-2.2","","5.7","","9","","3","3",""
"1638","ITALY","130","ITALY:  COSENZA,MARTIRANO, NICASTRO, CALABRIA","39.033","16.283","","7","7","11","9581","4","4","4"
"1638","ITALY","130","ITALY:  COTRONE","39.25","16.75","","","","9","52","2","2","2"
"1639","IRAN","140","IRAN:  QAZVIN","36.2","50","","","","","12000","4","3",""
"1640","ECUADOR","160","ECUADOR","-1.7","-78.6","","","","","5000","4","3",""
"1640","ITALY","130","ITALY:  BADOLATO","38.57","16.53","","","","9","300","3","2",""
"1641","IRAN","140","IRAN:  TABRIZ, KURDISTAN","38","46.1","","","","9","30000","4","3",""
"1641","CHINA","30","CHINA:  GUANGDONG PROVINCE","23.5","116.5","","5.8","5.8","7","","1","1","1"
"1642","CHINA","30","CHINA:  SHANXI PROVINCE","35.1","111.1","","6","6","8","","2","1","1"
"1644","COLOMBIA","160","COLOMBIA:  PAMPLOMA,HERRAN; VENEZUELA: MERIDA","7.38","-72.65","","6.9","","10","","3","3","4"
"1644","FRANCE","120","FRANCE:  CORSICA,BELVEDERE,ROQUEBILLIERE","43","8","","","","8","150","3","2",""
"1644","VENEZUELA","160","VENEZUELA:  SAN CRISTOBAL; COLOMBIA:  PAMPLONA","7.6","-73","","","","8","","3","3",""
"1644","JAPAN","30","JAPAN:  NW. HONSHU ISLAND","39.4","140.1","","6.9","6.9","","","2","2","1"
"1645","PHILIPPINES","170","PHILIPPINES:  LUZON:  S BATANGAS TO N CAGAYAN","14.4","121","","8","8","10","600","3","4","4"
"1647","CHILE","160","CHILE:  SANTIAGO","-33.4","-70.6","","8.5","8.5","11","1000","3","4","3"
"1648","TURKEY","140","TURKEY:  VAN","38.3","43.2","","","","","2000","4","3",""
"1650","IRAN","140","IRAN:  TABRIZ","38","46.2","","","","","","3","3",""
"1652","RUSSIA","40","RUSSIA:  CAUCASUS","42.1","47.7","10","5.8","5.8","9","","1","2",""
"1652","CHINA","30","CHINA:  YUNNAN PROVINCE:  MIDU","25.4","100.5","","6.8","6.8","9","3000","4","4","4"
"1653","TURKEY","140","TURKEY:  IZMIR,ALASEHIR,DENIZLI,AYDIN","38.2","28.2","","7.5","","10","2500","4","3",""
"1654","CHINA","30","CHINA:  GANSU PROVINCE:  TIANSHUI","34.3","105.5","","8","8","11","10400","4","4","4"
"1654","ITALY","130","ITALY:  ALVITO,BELLOMONTE,PONTECORVO,SORA","41.4","13.6","","","","10","600","3","3",""
"1654","SPAIN","130","SPAIN:  MENORCA (MINORCA)","40.1","3.6","","","","9","","3","1",""
"1656","PERU","160","PERU","-12.5","-77","","","","","11000","4","2",""
"1657","FRANCE","120","FRANCE:  SAINTE MAURE","47.1","0.6","","","","8","","1","2",""
"1657","CHILE","160","CHILE:  CONCEPCION, CHILLAN","-36.83","-73.03","","8","8","11","","1","3","3"
"1657","CHINA","30","CHINA:  SICHUAN PROVINCE","31.5","103.6","","6","6","8","","3","3","3"
"1658","CHINA","30","CHINA:  HEBEI PROVINCE","39.4","115.7","","6","6","8","","3","2","2"
"1658","PERU","160","PERU:  TRUJILLO","-8.1","-79","","","","","","3","3",""
"1658","PHILIPPINES","170","PHILIPPINES:  S LUZON:  MANILA, SANTA CRUZ","14.4","120.6","","","","9","","2","2",""
"1659","JAPAN","30","JAPAN:  AIDU","37.5","140","","","","","39","1","2",""
"1659","EL SALVADOR","100","EL SALVADOR:  SAN SALVADOR","","","","","","","","3","4",""
"1659","ITALY","130","ITALY:  PANAIJA, SORIANO, POLIA","38.7","16.3","","","","","2035","4","4","4"
"1660","GREECE","130","GREECE:  GALAXIDI","38.4","22.4","","","","10","2","1","1","1"
"1660","FRANCE","120","FRANCE:  BAGNERES DE BIGORRE,LOURDES,BORDEAUX","43.1","0.2","","","","9","","3","2",""
"1661","TAIWAN","30","TAIWAN:  TAINAN","23","120.2","","6","6","8","","3","1","1"
"1661","ITALY","130","ITALY:  FIRENZE (FLORENCE), PREDAPPIO","44.1","12","","","","10","","3","3",""
"1662","JAPAN","30","JAPAN:  YAMASIRO","35.5","136","","","","","600","3","3",""
"1662","JAPAN","30","JAPAN:  HIUGANADA","31.7","132","","7.6","7.6","","","1","2",""
"1664","PERU","160","PERU:  ICA, PISCO","-14.1","-75.8","15","7.3","","10","400","3","3",""
"1664","IRAN","140","IRAN:  TABRIZ","38.1","46.3","","","","","1500","4","3","3"
"1665","IRAN","140","IRAN:  DAMAVAND","35.4","52","","","","","","3","3",""
"1665","PHILIPPINES","170","PHILIPPINES:  MANILA","14.6","121","","","","8","19","1","2",""
"1667","CROATIA","130","BALKANS NW:  CROATIA: DUBROVNIK:  RAGUSA","42.6","18.1","","7.2","7.2","11","5000","4","4","4"
"1667","IRAN","140","IRAN:  SHIRVAN, SHAMKHA","37.2","57.5","","","","","12000","4","3",""
"1667","AZERBAIJAN","40","AZERBAIJAN:  SHEMAKHA (SAMAXI)","40.6","48.6","12","6.9","6.9","10","80000","4","4","4"
"1668","TURKEY","140","TURKEY","38.4","27.1","","6.6","6.6","9","17500","4","3",""
"1668","CHINA","30","CHINA:  SHANDONG PROVINCE","35.3","118.6","","8.5","8.5","12","42578","4","4","4"
"1669","AZERBAIJAN","40","AZERBAIJAN:  SHEMAKHA (SEMACHA)","40.6","48.6","5","5.7","","9","7000","4","3",""
"1671","AZERBAIJAN","40","AZERBAIJAN:  SHEMAKHA (SEMACHA)","40.6","48.6","","","","9","","3","2",""
"1672","ITALY","130","ITALY:  RIMINI","43.933","12.583","","5.6","5.6","10","1500","4","3","3"
"1673","DOMINICAN REPUBLIC","90","DOMINICAN REPUBLIC:  SANTO DOMINGO","18.3","-69.5","","","","","5","1","3",""
"1673","IRAN","140","IRAN:  MASHHAD, NEYSHABUR (NISHAPUR)","36.3","59.3","","6.6","6.6","8","5600","4","3","3"
"1674","INDONESIA","170","INDONESIA:  AMBON ISLAND, SERAM ISLAND","-3.75","127.75","40","6.8","6.8","","86","2","3","3"
"1677","CHINA","30","CHINA:  GANSU PROVINCE","33.4","104.8","","5.5","5.5","7","","3","1",""
"1677","PHILIPPINES","170","PHILIPPINES:  LUZON:  CENTRAL,S","14.5","120.5","","","","","2","1","1",""
"1678","PERU","160","PERU:  LIMA,SALINAS-HUAURA,LIMA,CALLAO,CHANCAY","-9","-79","40","8.4","8.4","9","","3","3","3"
"1678","JAPAN","30","JAPAN:  SANRIKU,RIKUCHU","38.6","142","","7.4","","","1","1","2",""
"1678","INDIA","60","INDIA:  KASHMIR:  SRINAGAR","34.1","74.8","","","","7","","2","2","2"
"1679","TURKEY","140","TURKEY; ARMENIA:  DVINA","40.1","44.7","15","5.9","","","7600","4","4",""
"1679","CHINA","30","CHINA:  HEBEI PROVINCE","40","117","","8","8","11","13162","4","4","4"
"1679","CHINA","30","CHINA:  JIANGSU PROVINCE","31.4","119.5","","5","5","7","","1","1","1"
"1680","CHINA","30","CHINA:  YUNNAN PROVINCE","25","101.5","","6.8","6.8","9","2700","4","3","3"
"1680","SPAIN","130","SPAIN:  MALAGA","36.5","-4.4","","","","9","70","2","3",""
"1683","CHINA","30","CHINA:  SHANXI PROVINCE","38.7","112.7","","7","7","9","1001","4","4","4"
"1687","CHILE","160","CHILE:  SANTIAGO","-32.8","-70.7","","7.5","7.5","8","","1","1","1"
"1687","PERU","160","PERU:  LIMA","-13.5","-76.5","30","8.5","8.5","10","5000","4","3",""
"1688","ITALY","130","ITALY:  PISTICCI","40.38","16.55","","","","10","2000","4","3",""
"1688","ITALY","130","ITALY:  COTIGNOLA, BAGNACAVALLO","44.4","12","","","","10","","3","3",""
"1688","ITALY","130","ITALY:  BENEVENTO","41.17","14.75","","","","11","3311","4","3","3"
"1688","CHINA","30","CHINA:  YUNNAN PROVINCE","26.5","99.9","","6.3","6.3","8","190","3","2","3"
"1688","TURKEY","140","TURKEY:  IZMIR","38.4","26.9","","7","7","10","16000","4","3","3"
"1690","ANTIGUA AND BARBUDA","90","ANTIGUA; SAINT KITTS AND NEVIS","17.5","-61.5","","8","8","9","","2","3",""
"1690","AUSTRIA","130","AUSTRIA:  CARINTHIE","46.6","13.8","","","","10","20","1","3",""
"1692","JAMAICA","90","JAMAICA:  PORT ROYAL","17.8","-76.7","10","","","","1000","4","3",""
"1693","ITALY","130","ITALY:  SICILY, CALABRIA, CATANIA","37.333","15.167","","6","6","11","60000","4","4","3"
"1694","JAPAN","30","JAPAN:  UGO","40","139.5","","","","","394","3","3","4"
"1694","ITALY","130","ITALY:  CALITRI","40.7","15.7","","","","10","4057","4","3",""
"1695","CHINA","30","CHINA:  SHANXI PROVINCE:  LINFEN","36","111.5","","8","8","10","20000","4","4","4"
"1695","ITALY","130","ITALY:  BAGNOREGIO","42.5","12.1","","","","9","31","1","2",""
"1698","ECUADOR","160","ECUADOR:  AMBATO,CARGUAYRAZO","-1.3","-78.7","","","","","1000","3","3",""
"1699","SLOVENIA","130","BALKANS NW:  SLOVENIA:  LJUBLJANA","45.6","15.3","6","5","","8","","2","3",""
"1702","ITALY","130","ITALY:  BENEVENTO","41.1","14.5","","","","10","150","3","2",""
"1703","ITALY","130","ITALY:  CENTRAL APENNINO, NORCIA, L'AQUILA, PERUGIA","42.78","13.1","","","","11","40000","4","4","4"
"1703","ITALY","130","ITALY:  L'AQUILA (AQUILA)","42.467","13.2","","6.7","6.7","11","10000","4","3","3"
"1703","JAPAN","30","JAPAN:  OFF SW BOSO PENINSULA","35","140","","8.2","8.2","","5233","4","4","4"
"1704","JAPAN","30","JAPAN:  N OF NOSIRO","41","139.5","","","","","58","2","3","4"
"1704","CHINA","30","CHINA:  HEBEI PROVINCE:  DONGGUANG, CANGXIAN","38","116.5","","5.5","5.5","7","","3","2","2"
"1704","CHINA","30","CHINA:  SHAANXI PROVINCE:  LONGXIAN","34.9","106.8","","6","6","8","","4","3","3"
"1706","ITALY","130","ITALY:  SULMONA TO CAMPOBASSO,  ABRUZZI","41.6","14.6","","","","10","1000","3","3",""
"1707","JAPAN","30","JAPAN:  NANKAIDO","33.2","134.8","","8.4","8.4","","5000","4","4","4"
"1707","TURKEY","140","TURKEY:  KARS","40.4","43","","","","","","3","3",""
"1707","EL SALVADOR","100","EL SALVADOR:  SAN SALVADOR","","","","","","","","3","4",""
"1709","CHINA","30","CHINA:  NINGXIA","37.4","105.3","","7.5","7.5","10","2032","4","4","4"
"1711","JAPAN","30","JAPAN:  MIMASAKA","35.5","133","","","","","4","1","2",""
"1711","MEXICO","150","MEXICO:  MEXICO CITY, COLIMA, GUADALAJARA","19.2","-103.7","","","","","","2","3",""
"1711","JAPAN","30","SEIONAIKAI, JAPAN","34.3","134","","6.7","6.7","","1000","3","3","4"
"1713","CHINA","30","CHINA:  YUNNAN PROVINCE:  S OF XUNDIAN","25.4","103.2","","6.8","6.8","9","2100","4","4","4"
"1713","CHINA","30","CHINA:  SICHUAN PROVINCE:  DIEXI, MAOXIAN","32","103.7","","6.5","6.5","8","","3","1","1"
"1713","INDIA","60","INDIA:  ARUNACHAL; BHUTAN","27.5","93","","","","","","3","3","3"
"1714","JAPAN","30","JAPAN:  OOMATI","36.5","138","","","","","56","2","1","3"
"1715","TURKEY","140","TURKEY:  MAHMATAN, VAN","38.7","43.9","","6.6","6.6","","","3","3","3"
"1715","PERU","160","PERU:  MOQUEGUA, AREQUIPA; CHILE:  ARICA","-17.3","-70.8","80","7.5","7.5","7","","1","1","1"
"1716","PERU","160","PERU:  PUEBLO DE TORATA IN TACNA","-17.2","-71.2","40","8.8","","9","","3","1",""
"1716","ALGERIA","15","ALGERIA:  ALGIERS","36.8","3","","","","","20000","4","4",""
"1718","CHINA","30","CHINA:  GANSU PROVINCE","35","105.2","","7.5","7.5","10","73000","4","4","4"
"1719","EL SALVADOR","100","EL SALVADOR:  SAN SALVADOR","","","","","","","","3","4",""
"1720","CHINA","30","CHINA:  HEBEI PROVINCE","40.4","115.5","","6.8","6.8","9","","3","2","2"
"1720","INDIA","60","INDIA:  DELHI","29","77.5","","","","","","3","2",""
"1720","TAIWAN","30","TAIWAN:  TAINAN","20.3","120.3","","5.5","5.5","7","","3","1","1"
"1721","TAIWAN","30","TAIWAN:  TAINAN","23","120.3","","6","6","8","","3","3","3"
"1721","IRAN","140","IRAN:  TABRIZ","37.9","46.7","","7.7","7.7","","40000","4","4","4"
"1721","TAIWAN","30","TAIWAN:  TAINAN","23","120.2","","","","","2000","4","4","4"
"1722","GREECE","130","GREECE:  LEFKADA:  DAMILIANI, ATHANI, HAGIOS PETROS","38.7","20.6","","","","9","","3","2","3"
"1722","PORTUGAL","130","PORTUGAL:  TAVIRA, ALGARVE","37.2","-7.6","","","","10","","3","2","1"
"1723","GREECE","130","GREECE:  LEFKADA","38.5","20.5","","7","7","10","","1","2","3"
"1725","PERU","160","PERU: TRUJILLO, ANCASH, LIMA","-9","-79","60","7.7","7.7","9","1500","4","3","3"
"1725","CHINA","30","CHINA:  YUNNAN PROVINCE:   SONGMING, YILIANG","25.1","103.1","","6","6","8","614","3","3","3"
"1725","CHINA","30","CHINA:  SICHUAN PROVINCE:  KANGDING","30.1","101.9","","5.5","5.5","7","","4","2",""
"1726","ITALY","130","ITALY:  PALERMO, MARSALA, MAZZARA","38.1","13.35","","","","9","250","3","3","4"
"1727","IRAN","140","IRAN:  TABRIZ","38","46.3","","","","8","77000","4","4",""
"1729","JAPAN","30","JAPAN:  NOTO","37.5","137","","","","","5","1","2",""
"1730","ITALY","130","ITALY:  NORCIA","42.8","13","","","","10","200","3","3",""
"1730","CHILE","160","CHILE:  VALPARAISO","-32.5","-71.5","","9.1","8.7","11","2","1","3","3"
"1730","CHINA","30","CHINA:  BEIJING","40","116.2","","6.5","6.5","8","658","3","4","4"
"1731","MEXICO","150","MEXICO","23","-102","","","","","1","1","3",""
"1732","ITALY","130","ITALY:  ARIANO, LUCANIE, AVELLINO","41.08","15.15","","","","10","1940","4","3","3"
"1733","CHINA","30","CHINA:  YUNNAN PROVINCE:  DONGCHUAN","26.2","103.1","","7.5","7.5","10","","2","2","2"
"1735","COLOMBIA","160","COLOMBIA:  POPAYAN","2.6","-76.5","20","4.5","4.5","","","1","3","3"
"1736","TAIWAN","30","TAIWAN:  TAINAN","23.1","120.3","","6","6","8","260","3","2","3"
"1737","CHILE","160","CHILE: VALDIVIA, CHILOE","-43","-74","","8","8","11","","2","2","2"
"1738","CHINA","30","CHINA:  SICHUAN PROVINCE","33.2","104.2","","5.5","5.5","7","","2","2","2"
"1739","CHINA","30","CHINA:  NINGXIA","38.9","106.5","","8","8","10","50000","4","4","4"
"1739","PERU","160","PERU:  SANTA CATALINA","-14.1","-73.2","","","","7","","3","3",""
"1743","PHILIPPINES","170","PHILIPPINES:  LUZON:  TAYABAS,LAGUNA","14","121.6","","","","10","5","1","2",""
"1746","PERU","160","PERU:  LIMA, CALLAO","-11.996","-77.198","30","8","8","11","1141","4","4","4"
"1747","PERU","160","PERU:  CARABAYA PROVINCE:  AYAPATA","-13.9","-70.35","20","","","9","","3","3",""
"1748","CHINA","30","CHINA:  SICHUAN PROVINCE","30.1","101.9","","5.5","5.5","7","15","1","1","1"
"1748","SPAIN","130","SPAIN:  VALENCE","39","-0.65","","","","9","","3","2","3"
"1748","CHINA","30","CHINA:  SICHUAN PROVINCE","30.4","101.6","","6","6","7","5","1","1","2"
"1748","CHINA","30","CHINA:  NINGXIA","36.4","106.1","","5.5","5.5","7","40","1","2","3"
"1750","FRANCE","120","FRANCE:  TARBES, LOURDES","43.2","0.8","","","","9","","2","3",""
"1750","CHINA","30","CHINA:  YUNNAN PROVINCE","24.7","102.9","","6","6","8","37","1","2","2"
"1750","CROATIA","130","BALKANS NW:  CROATIA:  RIJEKA (FIUME)","46","12.25","","","","10","","3","3","3"
"1751","JAPAN","30","JAPAN:  HONSHU:  NW","37.2","138.1","","6.6","6.6","","2100","4","4","4"
"1751","CHINA","30","CHINA:  YUNNAN PROVINCE","26.5","99.9","","6.8","6.8","9","900","3","4","4"
"1754","PHILIPPINES","170","PHILIPPINES:  TAAL VOLCANO","14.002","120.993","","","","10","12","1","4","4"
"1754","INDONESIA","170","INDONESIA:  AMBON ISLAND","-3.5","128.5","","6.5","6.5","","4","1","2","2"
"1754","EGYPT","15","EGYPT:  AL-QAHIRAH (CAIRO)","30.8","31","","","","","40000","4","3",""
"1755","CHINA","30","CHINA:  YUNNAN PROVINCE","24.7","102.2","","6.5","6.5","8","270","3","3","4"
"1755","CHINA","30","CHINA:  YUNNAN PROVINCE","23.8","102.7","","6","6","8","70","2","2","3"
"1755","ECUADOR","160","ECUADOR:  PICHINCHA, QUITO","-0.2","-78.5","","7","","9","","3","3",""
"1755","IRAN","140","IRAN:  N:  TABRIZ,KASHAN","34","51.5","","","","","40000","4","3",""
"1755","PORTUGAL","130","PORTUGAL:  LISBON","37","-10","","8.5","","11","50000","4","4","4"
"1755","MOROCCO","15","MOROCCO:  MEKNES, FES","34.08","-5","","","","10","3000","4","3",""
"1757","ECUADOR","160","ECUADOR:  COTOPAXI,TUNGURAHUA, LATACUNGA","-0.9","-78.6","","7","","9","1000","3","3",""
"1757","MOROCCO","15","MOROCCO:  SALE, CAPE CANTIN","34","-6.8","","","","","3000","4","3",""
"1757","AZORES (PORTUGAL)","130","AZORES:  SAO JORGE","38.65","-28.08","","","","11","1053","4","3","4"
"1757","ITALY","130","ITALY:  SIRACUSA (SYRACUSE)","37","15","","","","9","10000","4","3",""
"1758","TUNISIA","15","TUNISIA:  TUNIS, CONSTANTINE","36.8","10.2","","","","10","3000","4","3","3"
"1760","CUBA","90","CUBA:  SANTIAGO DE CUBA","20","-75.5","","","","","","3","2",""
"1761","CHINA","30","CHINA:  YUNNAN PROVINCE","24.4","102.5","","6","6","8","120","3","3","4"
"1761","CHINA","30","CHINA:  YUNNAN PROVINCE","24.4","102.5","","6","6","7","50","1","2","3"
"1762","BANGLADESH","60","BANGLADESH:  CHITTAGONG, DACCA, ARRACAN","22","92","","","","11","200","3","3",""
"1763","HUNGARY","110","HUNGARY:  GYOR; CZECHOSLOVAKIA:  KOMAROM","47.7","18.2","","6.2","","9","83","2","1",""
"1763","CHINA","30","CHINA:  YUNNAN PROVINCE","24.3","102.8","","6.5","6.5","8","1000","3","4","4"
"1765","EL SALVADOR","100","EL SALVADOR:  SAN SALVADOR","13.7","-89.2","","","","","50","1","2",""
"1765","CHINA","30","CHINA:  GANSU PROVINCE:  WUSHAN, GANGU","34.8","105","","6.5","6.5","9","2068","4","4","4"
"1766","JAPAN","30","JAPAN:  HIROSAKI","40.9","140.7","","6.9","6.9","","1700","4","3","4"
"1766","CUBA","90","CUBA:  SANTIAGO DE CUBA","19.9","-76.1","25","6.8","6.8","","40","1","3",""
"1767","ITALY","130","ITALY:  CRATI","39.3","16.2","","","","10","40","1","3",""
"1768","ITALY","130","ITALY:  SANTA SOFIA","44","12","","","","10","120","3","3",""
"1770","GREECE","130","GREECE:  ST MAURA","38.717","20.65","","","","","","3","2","3"
"1770","HAITI","90","HAITI: PORT-AU-PRINCE","18.5","-73.4","10","","","","200","3","3",""
"1773","GUATEMALA","100","GUATEMALA: ST. JAGO","14.6","-90.7","","","","","8000","4","4","4"
"1773","GUATEMALA","100","GUATEMALA:  ANTIGUA","14.6","-90.7","","","","","100","2","2","2"
